tournament_year,player_name,team_country,position,club,fifa_ranking,jersey_number,appearances,goals,assists,dribbles_per90,interceptions_per90,tackles_per90,duels_won_per90,save_pct,clean_sheets_pct,kit_sponsor,dob
2022,Bryan Ruiz,Costa Rica,MF,Alajuelense,32,10.0,,,,,,,,,,New Balance,1985-08-18
2022,Yeltsin Tejeda,Costa Rica,MF,Herediano,32,17.0,3.0,1.0,1.0,33.0,0.33,1.33,4.66,,,New Balance,1992-03-17
2022,Gerson Torres,Costa Rica,MF,Herediano,32,13.0,1.0,0.0,0.0,0.0,0.0,0.0,11.08,,,New Balance,1997-08-28
2022,Jewison Bennette,Costa Rica,MF,Sunderland,32,9.0,3.0,0.0,0.0,3.53,0.0,0.0,2.65,,,New Balance,2004-06-15
2022,Daniel Chacon,Costa Rica,MF,Colorado Rapids,32,2.0,,,,,,,,,,New Balance,2001-04-11
2022,Youstin Salas,Costa Rica,MF,Saprissa,32,14.0,,,,,,,,,,New Balance,1996-06-17
2022,Roan Wilson,Costa Rica,MF,Municipal Grecia,32,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,New Balance,2002-05-01
2022,Brandon Aguilera,Costa Rica,MF,Nottingham Forest,32,20.0,3.0,0.0,0.0,,,,,,,New Balance,2003-06-28
2022,Douglas Lopez,Costa Rica,MF,Herediano,32,21.0,,,,,,,,,,New Balance,1998-09-21
2022,Anthony Hernandez,Costa Rica,MF,Puntarenas,32,25.0,,,,,,,,,,New Balance,2001-10-11
2022,Alvaro Zamora,Costa Rica,MF,Saprissa,32,26.0,,,,,,,,,,New Balance,2002-03-09
2022,Joel Campbell,Costa Rica,FW,Leon,32,12.0,3.0,0.0,0.0,3.0,0.0,3.0,12.0,,,New Balance,1992-06-26
2022,Johan Venegas,Costa Rica,FW,Alajuelense,32,11.0,1.0,0.0,0.0,1.22,0.0,0.0,1.22,,,New Balance,1988-11-27
2022,Anthony Contreras,Costa Rica,FW,Herediano,32,7.0,3.0,0.0,0.0,0.0,0.71,3.57,11.43,,,New Balance,2000-01-29
2022,Thibaut Courtois,Belgium,GK,Real Madrid,4,1.0,3.0,,,,,,,81.82,67.0,Adidas,1992-05-11
2022,Simon Mignolet,Belgium,GK,Club Brugge,4,12.0,0.0,,,,,,,,,Adidas,1988-03-06
2022,Koen Casteels,Belgium,GK,Wolfsburg,4,13.0,0.0,,,,,,,,,Adidas,1992-06-25
2022,Toby Alderweireld,Belgium,DF,Antwerp,4,2.0,3.0,0.0,1.0,0.0,0.0,1.33,2.0,,,Adidas,1989-03-02
2022,Arthur Theate,Belgium,DF,Rennes,4,3.0,,,,,,,,,,Adidas,2000-05-25
2022,Zeno Debast,Belgium,DF,Anderlecht,4,26.0,,,,,,,,,,Adidas,2003-10-24
2022,Jan Vertonghen,Belgium,DF,Anderlecht,4,5.0,3.0,0.0,0.0,0.0,1.67,0.0,9.34,,,Adidas,1987-04-24
2022,Wout Faes,Belgium,DF,Leicester City,4,4.0,,,,,,,,,,Adidas,1998-04-03
2022,Timothy Castagne,Belgium,DF,Leicester,4,21.0,3.0,0.0,0.0,0.33,0.67,2.0,4.33,,,Adidas,1995-12-05
2022,Thomas Meunier,Belgium,DF,Borussia Dortmund,4,15.0,3.0,0.0,0.0,0.85,0.85,2.55,5.1,,,Adidas,1991-09-12
2022,Thorgan Hazard,Belgium,MF,Borussia Dortmund,4,16.0,2.0,0.0,0.0,1.7,0.0,2.55,4.25,,,Adidas,1993-03-29
2022,Kevin De Bruyne,Belgium,MF,Manchester City,4,7.0,3.0,0.0,0.0,1.67,0.0,0.33,4.33,,,Adidas,1991-06-28
2022,Yannick Carrasco,Belgium,MF,Atletico Madrid,4,11.0,2.0,0.0,0.0,2.29,0.76,3.81,6.1,,,Adidas,1993-09-04
2022,Leander Dendoncker,Belgium,MF,Aston Villa,4,19.0,,,,,,,,,,Adidas,1995-04-15
2022,Youri Tielemans,Belgium,MF,Leicester City,4,8.0,3.0,0.0,0.0,0.0,1.91,2.87,7.65,,,Adidas,1997-05-07
2022,Hans Vanaken,Belgium,MF,Club Brugge,4,20.0,,,,,,,,,,Adidas,1992-08-24
2022,Axel Witsel,Belgium,MF,Atletico Madrid,4,6.0,3.0,0.0,0.0,0.0,1.33,1.33,5.66,,,Adidas,1989-01-12
2022,Charles De Ketelaere,Belgium,MF,AC Milan,4,22.0,1.0,0.0,0.0,,,,,,,Adidas,2001-03-10
2022,Jeremy Doku,Belgium,FW,Rennes,4,25.0,,,,,,,,,,Adidas,2002-05-27
2022,Eden Hazard,Belgium,FW,Real Madrid,4,10.0,2.0,0.0,0.0,5.04,0.72,0.0,9.36,,,Adidas,1991-01-07
2022,Dries Mertens,Belgium,FW,Galatasaray,4,14.0,2.0,0.0,0.0,1.18,0.0,2.37,3.55,,,Adidas,1987-05-06
2022,Leandro Trossard,Belgium,FW,Brighton,4,17.0,3.0,0.0,0.0,3.53,0.0,0.0,1.76,,,Adidas,1994-12-04
2022,Michy Batshuayi,Belgium,FW,Fenerbahce,4,23.0,2.0,1.0,0.0,1.76,0.0,0.59,3.04,,,Adidas,1993-10-02
2022,Lois Openda,Belgium,FW,Lens,4,24.0,1.0,0.0,0.0,1.0,0.0,7.5,,,,Adidas,2000-02-16
2022,Romelu Lukaku,Belgium,FW,Inter,4,9.0,2.0,0.0,0.0,1.7,0.0,0.0,5.1,,,Adidas,1993-05-13
2022,Andre Onana,Cameroon,GK,Inter,33,23.0,1.0,,,,,,,66.67,0.0,One All Sports,1996-04-02
2022,Davis Epassy,Cameroon,GK,Abha,33,16.0,2.0,,,,,,,75.0,50.0,One All Sports,1993-02-02
2022,Simon Ngapandouetnbu,Cameroon,GK,Marseille,33,1.0,0.0,,,,,,,,,One All Sports,1993-04-12
2022,Enzo Ebosse,Cameroon,DF,Udinese,33,24.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,One All Sports,1999-03-11
2022,Collins Fai,Cameroon,DF,Al-Tai,33,19.0,3.0,0.0,0.0,0.33,1.33,1.0,3.1,,,One All Sports,1992-08-13
2022,Olivier Mbaizo,Cameroon,DF,Philadelphia Union,33,17.0,,,,,,,,,,One All Sports,1997-08-15
2022,Jean Charles Castelletto,Cameroon,DF,Nantes,33,21.0,2.0,1.0,1.0,0.0,3.0,1.5,6.0,,,One All Sports,1995-01-26
2022,Nouhou Tolo,Cameroon,DF,Seattle Sounders,33,25.0,3.0,0.0,0.0,1.67,2.0,3.0,6.33,,,One All Sports,1997-06-23
2022,Christopher Wooh,Cameroon,DF,Rennes,33,4.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,,,One All Sports,2001-09-18
2022,Olivier Ntcham,Cameroon,MF,Swansea City,33,22.0,1.0,0.0,0.0,1.0,0.0,0.0,4.09,,,One All Sports,1996-02-09
2022,Gael Ondoua,Cameroon,MF,Hannover,33,5.0,2.0,0.0,0.0,0.0,4.0,4.0,10.0,,,One All Sports,1995-11-04
2022,Pierre Kunde,Cameroon,MF,Olympiacos,33,15.0,2.0,0.0,0.0,0.0,2.67,2.67,4.67,,,One All Sports,1995-07-26
2022,Samuel Gouet,Cameroon,MF,Mechelen,33,14.0,2.0,0.0,0.0,0.0,0.0,0.91,3.64,,,One All Sports,1997-12-14
2022,Andre-Frank Zambo Anguissa,Cameroon,MF,Napoli,33,8.0,3.0,0.0,0.0,1.38,1.72,1.38,6.55,,,One All Sports,1995-11-16
2022,Jerome Ngom,Cameroon,MF,San Diego Loyal SC,33,2.0,,,,,,,,,,One All Sports,1998-09-30
2022,Moumi Ngamaleu,Cameroon,FW,Dynamo Moscow,33,6.0,2.0,0.0,0.0,2.84,0.0,2.84,9.47,,,One All Sports,1994-07-09
2022,Christian Bassogog,Cameroon,FW,Shanghai Shenhua,33,11.0,1.0,0.0,0.0,4.0,3.91,0.0,,,,One All Sports,1995-10-18
2022,Bryan Mbeumo,Cameroon,FW,Brentford,33,20.0,,,,,,,,,,One All Sports,1995-08-07
2022,Georges-Kevin Nkoudou,Cameroon,FW,Besiktas,33,7.0,2.0,0.0,0.0,1.0,0.0,0.0,3.6,,,One All Sports,1995-02-13
2022,Jean-Pierre Nsame,Cameroon,FW,Young Boys,33,9.0,,,,,,,,,,One All Sports,1993-05-01
2022,Vincent Aboubakar,Cameroon,FW,Al-Nassr,33,10.0,3.0,2.0,1.0,3.83,0.0,0.0,6.39,,,One All Sports,1992-01-22
2022,Karl Toko Ekambi,Cameroon,FW,Lyon,33,12.0,3.0,0.0,0.0,2.16,0.54,0.54,3.77,,,One All Sports,1992-09-14
2022,Eric Maxim Choupo-Moting,Cameroon,FW,Bayern Munich,33,13.0,3.0,1.0,0.0,2.48,0.35,1.42,10.63,,,One All Sports,1989-03-23
2022,Souaibou Marou,Cameroon,FW,Coton Sport de Garoua,33,26.0,,,,,,,,,,One All Sports,2000-12-03
2022,Marko Dmitrovic,Serbia,GK,Sevilla,29,1.0,0.0,,,,,,,,,Puma,1992-01-24
2022,Vanja Milinkovic-Savic,Serbia,GK,Torino,29,23.0,3.0,,,,,,,65.22,0.0,Puma,1997-02-20
2022,Stefan Mitrovic,Serbia,DF,Getafe,29,13.0,0.0,,,,,,,,,Puma,1990-05-22
2022,Filip Mladenovic,Serbia,DF,Legia Warsaw,29,25.0,1.0,0.0,0.0,2.73,0.0,0.0,2.72,,,Puma,1991-08-15
2022,Strahinja Pavlovic,Serbia,DF,Salzburg,29,2.0,3.0,1.0,0.0,0.38,0.38,3.05,14.11,,,Puma,2001-05-24
2022,Milos Veljkovic,Serbia,DF,Werder Bremen,29,5.0,3.0,0.0,0.0,0.0,0.0,1.21,2.83,,,Puma,1995-09-26
2022,Strahinja Erakovic,Serbia,DF,Red Star Belgrade,29,3.0,,,,,,,,,,Puma,2001-01-22
2022,Srdan Babic,Serbia,DF,Almeria,29,16.0,1.0,0.0,0.0,0.0,0.0,7.5,7.5,,,Puma,1996-04-22
2022,Nikola Milenkovic,Serbia,DF,Fiorentina,29,4.0,3.0,0.0,0.0,0.0,1.67,3.33,8.0,,,Puma,1997-10-12
2022,Nemanja Gudelj,Serbia,MF,Sevilla,29,8.0,2.0,0.0,0.0,0.0,0.98,1.96,3.91,,,Puma,1991-11-16
2022,Filip Kostic,Serbia,MF,Juventus,29,17.0,2.0,0.0,0.0,1.0,0.0,3.0,3.5,,,Puma,1992-11-01
2022,Nemanja Maksimovic,Serbia,MF,Getafe,29,6.0,3.0,0.0,0.0,0.0,2.27,2.27,3.03,,,Puma,1995-01-26
2022,Sergej Milinkovic-Savic,Serbia,MF,Lazio,29,20.0,3.0,1.0,0.0,1.91,0.76,1.91,6.86,,,Puma,1995-02-27
2022,Sasa Lukic,Serbia,MF,Torino,29,16.0,3.0,0.0,0.0,0.37,0.37,0.73,2.3,,,Puma,1996-08-13
2022,Andrija Zivkovic,Serbia,MF,PAOK,29,14.0,3.0,0.0,2.0,0.42,1.27,2.11,5.5,,,Puma,1996-07-11
2022,Uros Racic,Serbia,MF,Braga,29,19.0,,,,,,,,,,Puma,1998-03-17
2022,Ivan Ilic,Serbia,MF,Verona,29,24.0,1.0,0.0,0.0,0.0,2.73,0.0,5.46,,,Puma,2001-03-17
2022,Darko Lazovic,Serbia,MF,Verona,29,22.0,1.0,0.0,0.0,0.0,0.0,0.0,3.75,,,Puma,1990-09-15
2022,Marko Grujic,Serbia,MF,Porto,29,26.0,1.0,0.0,0.0,1.0,0.0,7.5,,,,Puma,1996-04-13
2022,Aleksandr Mitrovic,Serbia,FW,Fulham,29,9.0,3.0,2.0,0.0,0.34,0.0,0.34,4.45,,,Puma,1994-09-16
2022,Dusan Vlahovic,Serbia,FW,Juventus,29,18.0,2.0,1.0,0.0,1.14,0.0,1.14,7.98,,,Puma,2000-01-28
2022,Nemanja Radonjic,Serbia,FW,Torino,29,7.0,3.0,0.0,0.0,3.16,0.0,0.0,3.16,,,Puma,1996-02-15
2022,Filip Duricic,Serbia,FW,Sampdoria,29,21.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,Puma,1992-01-30
2022,Dusan Tadic,Serbia,FW,Ajax,29,10.0,3.0,0.0,2.0,2.09,0.35,1.4,3.84,,,Puma,1988-11-20
2022,Manaf Nurudeen,Ghana,GK,Eupen,58,16.0,0.0,,,,,,,,,Puma,1999-02-08
2022,Danlad Ibrahim,Ghana,GK,Asante Kotoko,58,12.0,0.0,,,,,,,,,Puma,2002-12-02
2022,Lawrence Ati Zigi,Ghana,GK,St. Gellen,58,1.0,3.0,,,,,,,58.82,0.0,Puma,1996-11-29
2022,Denis Odoi,Ghana,DF,Club Brugge,58,3.0,1.0,0.0,0.0,0.58,0.0,7.5,7.5,,,Puma,1988-05-27
2022,Tariq Lamptey,Ghana,DF,Brighton,58,2.0,2.0,0.0,0.0,1.76,0.88,3.53,5.29,,,Puma,2000-09-30
2022,Alidu Seidu,Ghana,DF,Clermont,58,26.0,2.0,0.0,0.0,2.31,0.0,3.46,9.81,,,Puma,2000-06-04
2022,Daniel Amartey,Ghana,DF,Leicester City,58,18.0,3.0,0.0,0.0,0.33,1.0,2.0,6.0,,,Puma,1994-12-21
2022,Joseph Aidoo,Ghana,DF,Celta Vigo,58,15.0,,,,,,,,,,Puma,1995-09-29
2022,Alexander Djiku,Ghana,DF,Strasbourg,58,23.0,2.0,0.0,0.0,0.0,0.93,0.93,6.5,,,Puma,1994-08-09
2022,Mohammed Salisu,Ghana,DF,Southampton,58,4.0,3.0,1.0,0.0,0.0,1.0,0.67,6.34,,,Puma,1999-04-17
2022,Abdul-Rahman Baba,Ghana,DF,Reading,58,17.0,3.0,0.0,0.0,1.98,0.49,2.47,6.93,,,Puma,1994-07-02
2022,Gideon Mensah,Ghana,DF,Auxerre,58,14.0,1.0,0.0,0.0,0.0,2.05,1.02,9.2,,,Puma,1998-07-18
2022,Andre Ayew,Ghana,MF,Al-Sadd,58,10.0,3.0,1.0,0.0,0.45,0.0,1.79,7.61,,,Puma,1989-12-17
2022,Thomas Partey,Ghana,MF,Arsenal,58,5.0,3.0,0.0,0.0,0.67,0.0,3.0,8.33,,,Puma,1993-06-13
2022,Elisha Owusu,Ghana,MF,Gent,58,6.0,,,,,,,,,,Puma,1997-11-07
2022,Salis Abdul Samed,Ghana,MF,Lens,58,21.0,3.0,0.0,0.0,1.07,1.43,0.71,2.5,,,Puma,2000-03-26
2022,Mohammed Kudus,Ghana,MF,Ajax,58,20.0,3.0,2.0,0.0,4.34,0.36,1.81,6.51,,,Puma,2000-08-02
2022,Daniel Kofi Kyereh,Ghana,MF,SC Freiburg,58,8.0,3.0,0.0,0.0,2.0,0.0,6.0,,,,Puma,1996-03-09
2022,Daniel Barnieh Afriyie,Ghana,FW,Hearts of Oak,58,13.0,,,,,,,,,,Puma,2001-06-26
2022,Kamal Sowah,Ghana,FW,Club Brugge,58,24.0,,,,,,,,,,Puma,2000-01-09
2022,Issahaku Abdul Fatawu,Ghana,FW,Sporting CP,58,7.0,,,,,,,,,,Puma,2004-03-08
2022,Osman Bukari,Ghana,FW,Red Star Belgrade,58,11.0,2.0,1.0,0.0,2.0,0.0,1.55,3.1,,,Puma,1998-12-13
2022,Inaki Williams,Ghana,FW,Athletic Club,58,19.0,3.0,0.0,1.0,36.0,0.0,1.07,3.57,,,Puma,1994-06-15
2022,Antoine Semenyo,Ghana,FW,Bristol City,58,25.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,,,Puma,2000-01-07
2022,Jordan Ayew,Ghana,FW,Crystal Palace,58,9.0,3.0,0.0,1.0,2.63,0.66,1.97,5.91,,,Puma,1991-09-11
2022,Kamaldeen Sulemana,Ghana,FW,Rennes,58,22.0,,,,,,,,,,Puma,2002-02-15
2022,Fernando Muslera,Uruguay,GK,Galatasaray,16,1.0,,,,,,,,,,Puma,1986-06-16
2022,Sergio Rochet,Uruguay,GK,Nacional,16,23.0,,,,,,,,,,Puma,1993-03-23
2022,Sebastian Sosa,Uruguay,GK,Independiente,16,12.0,,,,,,,,,,Puma,1986-08-19
2022,Ronald Araujo,Uruguay,DF,Barcelona,16,4.0,,,,,,,,,,Puma,1999-03-07
2022,Martin Caceres,Uruguay,DF,La Galaxy,16,22.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,,,Puma,1987-04-07
2022,Sebastian Coates,Uruguay,DF,Sporting CP,16,19.0,2.0,0.0,0.0,0.0,0.5,0.5,7.5,,,Puma,1990-10-07
2022,Jose Maria Gimenez,Uruguay,DF,Atletico Madrid,16,2.0,3.0,0.0,0.0,0.0,2.33,1.33,7.0,,,Puma,1995-01-20
2022,Diego Godin,Uruguay,DF,Velez Sarsfield,16,3.0,,,,,,,,,,Puma,1986-02-16
2022,Mathias Olivera,Uruguay,DF,Napoli,16,16.0,3.0,0.0,0.0,0.71,0.71,3.18,8.47,,,Puma,1997-10-31
2022,Jose Luis Rodriguez,Uruguay,DF,Nacional,16,26.0,,,,,,,,,,Puma,1997-03-14
2022,Matias Vina,Uruguay,DF,Roma,16,17.0,,,,,,,,,,Puma,1997-11-09
2022,Guillermo Varela,Uruguay,DF,Flamengo,16,13.0,3.0,0.0,0.0,0.99,1.48,1.98,6.92,,,Puma,1993-03-24
2022,Matias Vecino,Uruguay,MF,Lazio,16,5.0,3.0,0.0,0.0,0.0,1.37,1.83,4.57,,,Puma,1991-08-24
2022,Nicolás de la Cruz,Uruguay,MF,River Plate,16,7.0,2.0,0.0,0.0,0.5,0.0,0.0,5.14,,,Puma,1997-06-01
2022,Rodrigo Bentancur,Uruguay,MF,Tottenham Hotspur,16,6.0,3.0,0.0,0.0,2.1,2.94,3.79,11.35,,,Puma,1997-06-25
2022,Federico Valverde,Uruguay,MF,Real Madrid,16,15.0,3.0,0.0,0.0,1.0,1.67,1.67,3.33,,,Puma,1998-07-22
2022,Giorgian de Arrascaeta,Uruguay,MF,Flamengo,16,10.0,,,,,,,,,,Puma,1994-06-01
2022,Lucas Torreira,Uruguay,MF,Galatasaray,16,14.0,,,,,,,,,,Puma,1996-02-11
2022,Facundo Torres,Uruguay,MF,Orlando City,16,20.0,,,,,,,,,,Puma,2000-04-13
2022,Manuel Ugarte,Uruguay,MF,Sporting CP,16,25.0,,,,,,,,,,Puma,2001-04-11
2022,Luis Suarez,Uruguay,FW,Nacional,16,9.0,,,,,,,,,,Puma,1987-01-24
2022,Edinson Cavani,Uruguay,FW,Valencia,16,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.48,,,Puma,1987-02-14
2022,Maxi Gomez,Uruguay,FW,Trabzonspor,16,18.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,Puma,1996-08-14
2022,Darwin Nunez,Uruguay,FW,Liverpool,16,11.0,3.0,0.0,0.0,0.74,0.0,1.12,5.95,,,Puma,1999-06-24
2022,Facundo Pellistri,Uruguay,FW,Manchester United,16,8.0,3.0,0.0,0.0,2.97,0.0,0.99,1.98,,,Puma,2001-12-20
2022,Agustin Canobbio,Uruguay,FW,Athletico Paranaense,16,24.0,,,,,,,,,,Puma,1998-10-01
2022,James Paternis,Canada,GK,CF Montreal,53,16.0,0.0,,,,,,,,,Nike,1997-02-21
2022,Milan Borjan,Canada,GK,Red Star Belgrade,53,18.0,3.0,,,,,,,53.33,0.0,Nike,1987-10-23
2022,Dayne St Clair,Canada,GK,Minnesota United,53,1.0,0.0,,,,,,,,,Nike,1997-05-09
2022,Alistair Johnson,Canada,DF,Celtic,53,2.0,3.0,0.0,0.0,0.33,0.67,1.33,4.67,,,Nike,1998-10-08
2022,Sam Adekugbe,Canada,DF,Hatayspor,53,3.0,3.0,0.0,0.0,0.95,0.95,0.0,4.73,,,Nike,1995-01-16
2022,Kamal Miller,Canada,DF,Montreal Impact,53,4.0,3.0,0.0,0.0,0.67,1.0,2.0,7.33,,,Nike,1997-05-16
2022,Steven Vitória,Canada,DF,GD Chaves,53,5.0,3.0,0.0,0.0,0.0,0.0,1.33,5.66,,,Nike,1987-01-11
2022,Richie Laryea,Canada,DF,Toronto,53,22.0,3.0,0.0,0.0,2.0,0.0,1.68,3.91,,,Nike,1995-01-07
2022,Derek Cornelius,Canada,DF,Panaitolikos,53,25.0,,,,,,,,,,Nike,1997-11-25
2022,Joel Waterman,Canada,DF,Montreal Impact,53,26.0,,,,,,,,,,Nike,1996-01-24
2022,Samuel Piette,Canada,MF,Montreal Impact,53,6.0,,,,,,,,,,Nike,1994-11-12
2022,Stephen Eustaquio,Canada,MF,Porto,53,7.0,2.0,0.0,0.0,0.71,1.42,2.83,5.67,,,Nike,1996-12-21
2022,Atiba Hutchinson,Canada,MF,Besiktas,53,13.0,3.0,0.0,0.0,0.56,0.56,2.25,9.56,,,Nike,1983-02-08
2022,Mark-Anthony Kaye,Canada,MF,Toronto,53,14.0,1.0,0.0,0.0,0.0,0.0,3.0,4.5,,,Nike,1994-12-04
2022,Jonathan Osorio,Canada,MF,Toronto,53,21.0,,,,,,,,,,Nike,1992-06-12
2022,David Wotherspoon,Canada,MF,St. Johnstone,53,24.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,Nike,1990-01-16
2022,Liam Fraser,Canada,MF,KMSK Deinze,53,8.0,,,,,,,,,,Nike,1998-02-13
2022,Ismael Kone,Canada,MF,Watford,53,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.86,,,Nike,2002-06-06
2022,Lucas Cavallini,Canada,FW,Vancouver Whitecaps,53,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Nike,1992-12-28
2022,Junior Hoilett,Canada,FW,Reading,53,10.0,3.0,0.0,0.0,1.33,0.56,4.44,8.33,,,Nike,1990-06-05
2022,Tajon Buchanan,Canada,FW,Club Brugge,53,11.0,3.0,0.0,1.0,6.21,1.03,0.34,5.17,,,Nike,1999-02-08
2022,Cyle Larin,Canada,FW,Club Brugge,53,17.0,3.0,0.0,0.0,1.33,0.0,0.0,1.95,,,Nike,1995-04-17
2022,Alphonso Davies,Canada,FW,Bayern Munich,53,19.0,3.0,1.0,0.0,6.0,1.0,0.67,6.67,,,Nike,2000-11-02
2022,Jonathan David,Canada,FW,Lille,53,20.0,3.0,0.0,0.0,1.41,0.0,0.47,1.88,,,Nike,2000-01-14
2022,Liam Millar,Canada,FW,Basel,53,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Nike,1999-09-27
2022,Ike Ugbo,Canada,FW,Troyes,53,12.0,,,,,,,,,,Nike,1998-09-21
