tournament_year,player_name,team_country,position,club,dob,age_at_tournament,caps,goals
2018,Marco Fabian,Mexico,FW,Eintracht Frankfurt,1989-07-21,28,39,9
2018,Raul Jimenez,Mexico,FW,Benfica,1991-05-05,27,63,13
2018,Giovani dos Santos,Mexico,MF,LA Galaxy,1989-05-11,29,105,19
2018,Carlos Vela,Mexico,FW,Los Angeles FC,1989-03-01,29,68,18
2018,Alfredo Talavera,Mexico,GK,Toluca,1982-09-18,35,27,0
2018,Guillermo Ochoa,Mexico,GK,Standard Liege,1985-07-13,32,94,0
2018,Javier Hernandez,Mexico,FW,West Ham United,1988-06-01,30,102,49
2018,Hector Moreno,Mexico,DF,Real Sociedad,1988-01-17,30,92,3
2018,Hector Herrera,Mexico,DF,Porto,1990-04-19,28,66,5
2018,Jesus Manuel Corona,Mexico,MF,Porto,1993-01-06,25,36,7
2018,Andres Guardado,Mexico,MF,Real Betis,1986-09-28,31,145,25
2018,Oribe Peralta,Mexico,FW,America,1984-01-12,34,67,26
2018,Javier Aquino,Mexico,MF,UANL,1990-02-11,28,53,0
2018,Edson Alvarez,Mexico,DF,America,1997-10-24,20,13,1
2018,Hirving Lozano,Mexico,FW,PSV Eindhoven,1995-07-30,22,28,7
2018,Jesus Gallardo,Mexico,MF,UNAM,1994-08-15,23,23,0
2018,Kim Seung-gyu,South Korea,GK,Vissel Kobe,1990-09-30,27,33,0
2018,Lee Yong (footballer,South Korea,DF,Jeonbuk Hyundai Motors,1986-12-24,31,28,0
2018,Jung Seung-hyun,South Korea,DF,Sagan Tosu,1994-04-03,24,6,0
2018,Oh Ban-suk,South Korea,DF,Jeju United,1988-05-20,30,2,0
2018,Yun Young-sun,South Korea,DF,Seongnam FC,1988-10-04,29,6,0
2018,Park Joo-ho,South Korea,DF,Ulsan Hyundai,1987-01-16,31,36,0
2018,Son Heung-min,South Korea,FW,Tottenham Hotspur,1992-07-08,25,67,21
2018,Ju Se-jong,South Korea,MF,Asan Mugunghwa,1990-10-30,27,11,1
2018,Kim Shin-wook,South Korea,FW,Jeonbuk Hyundai Motors,1988-04-14,30,50,10
2018,Lee Seung-woo,South Korea,MF,Hellas Verona,1998-01-06,20,4,0
2018,Hwang Hee-chan,South Korea,FW,Red Bull Salzburg,1996-01-26,22,14,2
2018,Kim Min-woo (footballer),South Korea,DF,Sangju Sangmu,1990-02-25,28,20,1
2018,Koo Ja-cheol,South Korea,MF,FC Augsburg,1989-02-27,29,68,19
2018,Hong Chul,South Korea,DF,Sangju Sangmu,1990-09-17,27,14,0
2018,Jung Woo-young,South Korea,MF,Vissel Kobe,1989-12-14,28,30,1
2018,Ki Sung-yueng,South Korea,MF,Swansea City,1989-01-24,29,102,10
2018,Lee Jae-sung (footballer,South Korea,MF,Jeonbuk Hyundai Motors,1992-08-10,25,35,6
2018,Moon Seon-min,South Korea,MF,Incheon United,1992-06-09,26,3,1
2018,Kim Young-gwon,South Korea,DF,Guangzhou Evergrande,1990-02-27,28,53,2
2018,Jang Hyun-soo,South Korea,DF,FC Tokyo,1991-09-28,26,51,3
2018,Kim Jin-hyeon,South Korea,GK,Cerezo Osaka,1987-07-06,30,15,0
2018,Go Yo-han,South Korea,DF,FC Seoul,1988-03-10,30,20,0
2018,Jo Hyeon-woo,South Korea,GK,Daegu FC,1991-09-25,26,6,0
2018,Robin Olsen,Sweden,GK,Copenhagen,1990-01-08,28,18,0
2018,Mikael Lustig,Sweden,DF,Celtic,1986-12-13,31,66,6
2018,Victor Lindelof,Sweden,DF,Manchester United,1994-07-17,23,21,1
2018,Andreas Granqvist,Sweden,DF,Krasnodar,1985-04-16,33,72,6
2018,Martin Olsson,Sweden,DF,Swansea City,1988-05-17,30,43,5
2018,Ludwig Augustinsson,Sweden,DF,Werder Bremen,1994-04-21,24,15,0
2018,Sebastian Larsson,Sweden,MF,Hull City,1985-06-06,33,100,6
2018,Albin Ekdal,Sweden,MF,Hamburger SV,1989-07-28,28,34,0
2018,Marcus Berg,Sweden,FW,Al Ain,1986-08-17,31,57,18
2018,Emil Forsberg,Sweden,MF,RB Leipzig,1991-10-23,26,36,6
2018,John Guidetti,Sweden,FW,Alaves,1992-04-15,26,20,1
2018,Karl-Johan Johnsson,Sweden,GK,Guingamp,1990-01-28,28,5,0
2018,Gustav Svensson,Sweden,MF,Seattle Sounders FC,1987-02-07,31,13,0
2018,Filip Helander,Sweden,DF,Bologna,1993-04-22,25,4,0
2018,Oscar Hiljemark,Sweden,MF,Genoa,1992-06-28,25,22,2
2018,Emil Krafth,Sweden,DF,Bologna,1994-08-02,23,13,0
2018,Viktor Claesson,Sweden,MF,Krasnodar,1992-01-02,26,22,3
2018,Pontus Jansson,Sweden,DF,Leeds United,1991-02-13,27,15,0
2018,Marcus Rohden,Sweden,MF,Crotone,1991-05-11,27,12,1
2018,Ola Toivonen,Sweden,FW,Toulouse,1986-07-03,31,59,13
2018,Jimmy Durmaz,Sweden,MF,Toulouse,1989-03-22,29,45,3
2018,Isaac Kiese Thelin,Sweden,FW,Waasland-Beveren,1992-06-24,25,20,2
2018,Kristoffer Nordfeldt,Sweden,GK,Swansea City,1989-06-23,28,8,0
2018,Thibaut Courtois,Belgium,GK,Chelsea,1992-05-11,26,58,0
2018,Toby Alderweireld,Belgium,DF,Tottenham Hotspur,1989-03-02,29,77,3
2018,Thomas Vermaelen,Belgium,DF,Barcelona,1985-11-14,32,66,1
2018,Vincent Kompany,Belgium,DF,Manchester City,1986-04-10,32,77,4
2018,Jan Vertonghen,Belgium,DF,Tottenham Hotspur,1987-04-24,31,102,8
2018,Axel Witsel,Belgium,MF,Tianjin Quanjian,1989-01-12,29,90,9
2018,Kevin De Bruyne,Belgium,MF,Manchester City,1991-06-28,26,62,14
2018,Marouane Fellaini,Belgium,MF,Manchester United,1987-11-22,30,82,17
2018,Romelu Lukaku,Belgium,FW,Manchester United,1993-05-13,25,69,36
2018,Eden Hazard,Belgium,FW,Chelsea,1991-01-07,27,86,22
2018,Yannick Ferreira Carrasco,Belgium,MF,Dalian Yifang,1993-09-04,24,26,5
2018,Simon Mignolet,Belgium,GK,Liverpool,1988-03-06,30,21,0
2018,Koen Casteels,Belgium,GK,VfL Wolfsburg,1992-06-25,25,0,0
2018,Dries Mertens,Belgium,FW,Napoli,1987-05-06,31,69,14
2018,Thomas Meunier,Belgium,DF,Paris Saint-Germain,1991-09-12,26,25,5
2018,Thorgan Hazard,Belgium,MF,Borussia Monchengladbach,1993-03-29,25,11,1
2018,Youri Tielemans,Belgium,MF,Monaco,1997-05-07,21,9,0
2018,Adnan Januzaj,Belgium,FW,Real Sociedad,1995-02-05,23,8,0
2018,Mousa Dembele (Belgian footballer),Belgium,MF,Tottenham Hotspur,1987-07-16,30,76,5
2018,Dedryck Boyata,Belgium,DF,Celtic,1990-11-28,27,7,0
2018,Michy Batshuayi,Belgium,FW,Borussia Dortmund,1993-10-02,24,16,7
2018,Nacer Chadli,Belgium,MF,West Bromwich Albion,1989-08-02,28,45,5
2018,Leander Dendoncker,Belgium,DF,Anderlecht,1995-04-15,23,5,0
2018,Jordan Pickford,England,GK,Everton,1994-03-07,24,3,0
2018,Kyle Walker,England,DF,Manchester City,1990-05-28,28,35,0
2018,Danny Rose (footballer,England,DF,Tottenham Hotspur,1990-07-02,27,18,0
2018,Eric Dier,England,MF,Tottenham Hotspur,1994-01-15,24,26,3
2018,John Stones,England,DF,Manchester City,1994-05-28,24,26,0
2018,Harry Maguire,England,DF,Leicester City,1993-03-05,25,5,0
2018,Jesse Lingard,England,MF,Manchester United,1992-12-15,25,12,1
2018,Jordan Henderson,England,MF,Liverpool,1990-06-17,27,39,0
2018,Harry Kane,England,FW,Tottenham Hotspur,1993-07-28,24,24,13
2018,Raheem Sterling,England,FW,Manchester City,1994-12-08,23,38,2
2018,Jamie Vardy,England,FW,Leicester City,1987-01-11,31,22,7
2018,Kieran Trippier,England,DF,Tottenham Hotspur,1990-09-19,27,7,0
2018,Jack Butland,England,GK,Stoke City,1993-03-10,25,8,0
2018,Danny Welbeck,England,FW,Arsenal,1990-11-26,27,39,16
2018,Gary Cahill,England,DF,Chelsea,1985-12-19,32,60,5
2018,Phil Jones (footballer,England,DF,Manchester United,1992-02-21,26,25,0
2018,Fabian Delph,England,DF,Manchester City,1989-11-21,28,11,0
2018,Ashley Young,England,DF,Manchester United,1985-07-09,32,34,7
2018,Marcus Rashford,England,FW,Manchester United,1997-10-31,20,19,3
2018,Dele Alli,England,MF,Tottenham Hotspur,1996-04-11,22,25,2
2018,Ruben Loftus-Cheek,England,MF,Crystal Palace,1996-01-23,22,4,0
2018,Trent Alexander-Arnold,England,DF,Liverpool,1998-10-07,19,1,0
2018,Nick Pope (footballer),England,GK,Burnley,1992-04-19,26,1,0
2018,Jaime Penedo,Panama,GK,Dinamo Bucuresti,1981-09-26,36,131,0
2018,Michael Amir Murillo,Panama,DF,New York Red Bulls,1996-02-11,22,22,2
2018,Harold Cummings,Panama,DF,San Jose Earthquakes,1992-03-01,26,52,0
2018,Fidel Escobar,Panama,DF,New York Red Bulls,1995-01-09,23,23,1
2018,Roman Torres,Panama,DF,Seattle Sounders FC,1986-03-20,32,111,10
2018,Gabriel Enrique Gomez,Panama,MF,Atletico Bucaramanga,1984-05-29,34,144,12
2018,Blas Perez,Panama,FW,Municipal,1981-03-13,37,118,43
2018,Edgar Yoel Barcenas,Panama,MF,Tapachula,1993-10-23,24,29,0
2018,Gabriel Torres,Panama,FW,Huachipato,1988-10-31,29,72,14
2018,Ismael Diaz (Panamanian footballer),Panama,FW,Deportivo Fabril,1997-05-12,21,11,2
2018,Armando Cooper,Panama,MF,Universidad de Chile,1987-11-26,30,98,7
2018,Jose Calderon (Panamanian footballer),Panama,GK,Chorrillo,1985-08-14,32,31,0
2018,Adolfo Machado,Panama,DF,Houston Dynamo,1985-02-14,33,76,1
2018,Valentin Pimentel,Panama,MF,Plaza Amador,1991-05-30,27,23,1
2018,Erick Davis,Panama,DF,Dunajska Streda,1991-03-31,27,38,0
2018,Abdiel Arroyo,Panama,FW,Alajuelense,1993-12-13,24,33,5
2018,Luis Ovalle,Panama,DF,CD Olimpia,1988-09-07,29,25,0
2018,Luis Tejada,Panama,FW,Sport Boys,1982-03-28,36,105,43
2018,Ricardo Avila,Panama,MF,Gent,1997-02-04,21,5,0
2018,Anibal Godoy,Panama,MF,San Jose Earthquakes,1990-02-10,28,88,1
2018,Jose Luis Rodriguez (footballer,Panama,MF,Gent,1998-06-19,19,2,0
2018,Alex Rodriguez (Panamanian footballer),Panama,GK,San Francisco,1990-08-05,27,6,0
2018,Felipe Baloy,Panama,DF,Municipal,1981-02-24,37,102,3
2018,Farouk Ben Mustapha,Tunisia,GK,Al-Shabab,1989-07-01,28,15,0
2018,Syam Ben Youssef,Tunisia,DF,KasImpasa,1989-03-31,29,42,1
2018,Yohan Benalouane,Tunisia,DF,Leicester City,1987-03-28,31,4,0
2018,Yassine Meriah,Tunisia,DF,CS Sfaxien,1993-07-02,24,16,1
2018,Oussama Haddadi,Tunisia,DF,Dijon,1992-01-28,26,9,0
2018,Rami Bedoui,Tunisia,DF,Etoile du Sahel,1990-01-19,28,8,0
2018,Saif-Eddine Khaoui,Tunisia,FW,Troyes,1995-04-27,23,5,0
2018,Fakhreddine Ben Youssef,Tunisia,FW,Al-Ettifaq,1991-06-23,26,39,5
2018,Anice Badri,Tunisia,MF,Esperance,1990-09-18,27,7,2
2018,Wahbi Khazri,Tunisia,FW,Rennes,1991-02-08,27,35,12
2018,Dylan Bronn,Tunisia,DF,Gent,1995-06-19,22,5,0
2018,Ali Maaloul,Tunisia,DF,Al Ahly,1990-01-01,28,46,0
2018,Ferjani Sassi,Tunisia,MF,Al-Nassr,1992-03-18,26,39,3
2018,Mohamed Amine Ben Amor,Tunisia,MF,Al-Ahli,1992-05-03,26,26,1
2018,Ahmed Khalil (footballer,Tunisia,FW,Club Africain,1994-12-21,23,3,0
2018,Aymen Mathlouthi,Tunisia,GK,Al-Batin,1984-09-14,33,70,0
2018,Ellyes Skhiri,Tunisia,MF,Montpellier,1995-05-10,23,5,0
2018,Bassem Srarfi,Tunisia,FW,Nice,1997-06-25,20,5,0
2018,Saber Khalifa,Tunisia,FW,Club Africain,1986-10-14,31,44,7
2018,Ghailene Chaalali,Tunisia,FW,Esperance,1994-02-28,24,6,1
2018,Hamdi Nagguez,Tunisia,DF,Zamalek,1992-10-28,25,15,0
2018,Mouez Hassen,Tunisia,GK,Chateauroux,1995-03-05,23,3,0
2018,Naim Sliti,Tunisia,FW,Dijon,1992-07-27,25,17,3
2018,David Ospina,Colombia,GK,Arsenal,1988-08-31,29,86,0
2018,Cristian Zapata,Colombia,DF,Milan,1986-09-30,31,55,2
2018,Oscar Murillo,Colombia,DF,Pachuca,1988-04-18,30,13,0
2018,Santiago Arias,Colombia,DF,PSV Eindhoven,1992-01-13,26,41,0
2018,Wilmar Barrios,Colombia,MF,Boca Juniors,1993-10-16,24,10,0
2018,Carlos Sanchez Moreno,Colombia,MF,Espanyol,1986-02-06,32,85,0
2018,Carlos Bacca,Colombia,FW,Villarreal,1986-09-08,31,45,14
2018,Abel Aguilar,Colombia,MF,Deportivo Cali,1985-01-06,33,70,7
2018,Radamel Falcao,Colombia,FW,Monaco,1986-02-10,32,73,29
2018,James Rodriguez,Colombia,MF,Bayern Munich,1991-07-12,26,63,21
2018,Juan Cuadrado,Colombia,MF,Juventus,1988-05-26,30,70,7
2018,Camilo Vargas,Colombia,GK,Deportivo Cali,1989-03-09,29,5,0
2018,Yerry Mina,Colombia,DF,Barcelona,1994-09-23,23,12,3
2018,Luis Muriel,Colombia,FW,Sevilla,1991-04-16,27,18,2
2018,Mateus Uribe,Colombia,MF,America,1991-03-21,27,8,0
2018,Jefferson Lerma,Colombia,MF,Levante,1994-10-25,23,5,0
2018,Johan Mojica,Colombia,DF,Girona,1992-08-21,25,4,1
2018,Farid Diaz,Colombia,DF,Olimpia,1983-07-20,34,13,0
2018,Miguel Borja,Colombia,FW,Palmeiras,1993-01-26,25,7,2
2018,Juan Fernando Quintero,Colombia,MF,River Plate,1993-01-18,25,15,2
2018,Jose Izquierdo (footballer,Colombia,FW,Brighton & Hove Albion,1992-07-07,25,5,1
2018,Jose Fernando Cuadrado,Colombia,GK,Once Caldas,1985-06-01,33,1,0
2018,Davinson Sanchez,Colombia,DF,Tottenham Hotspur,1996-06-12,22,9,0
2018,Eiji Kawashima,Japan,GK,Metz,1983-03-20,35,84,0
2018,Naomichi Ueda,Japan,DF,Kashima Antlers,1994-10-24,23,4,0
2018,Gen Shoji,Japan,DF,Kashima Antlers,1992-12-11,25,11,1
2018,Keisuke Honda,Japan,MF,Pachuca,1986-06-13,32,95,36
2018,Yuto Nagatomo,Japan,DF,Galatasaray,1986-09-12,31,105,3
2018,Wataru Endo,Japan,DF,Urawa Red Diamonds,1993-02-09,25,12,0
2018,Gaku Shibasaki,Japan,MF,Getafe,1992-05-28,26,18,3
2018,Genki Haraguchi,Japan,MF,Fortuna Dusseldorf,1991-05-09,27,33,6
2018,Shinji Okazaki,Japan,FW,Leicester City,1986-04-16,32,113,50
2018,Shinji Kagawa,Japan,MF,Borussia Dortmund,1989-03-17,29,92,30
2018,Takashi Usami,Japan,MF,Fortuna Dusseldorf,1992-05-06,26,24,3
2018,Masaaki Higashiguchi,Japan,GK,Gamba Osaka,1986-05-12,32,5,0
2018,Yoshinori Muto,Japan,FW,Mainz 05,1992-07-15,25,24,2
2018,Takashi Inui,Japan,MF,Eibar,1988-06-02,30,27,4
2018,Yuya Osako,Japan,FW,1. FC Koln,1990-05-18,28,29,7
2018,Hotaru Yamaguchi,Japan,MF,Cerezo Osaka,1990-10-06,27,42,2
2018,Makoto Hasebe,Japan,MF,Eintracht Frankfurt,1984-01-18,34,110,2
2018,Ryota Oshima,Japan,MF,Kawasaki Frontale,1993-01-23,25,5,0
2018,Hiroki Sakai,Japan,DF,Marseille,1990-04-12,28,43,0
2018,Tomoaki Makino,Japan,DF,Urawa Red Diamonds,1987-05-11,31,32,4
2018,Gotoku Sakai,Japan,DF,Hamburger SV,1991-03-14,27,41,0
2018,Maya Yoshida,Japan,DF,Southampton,1988-08-24,29,82,10
2018,Kosuke Nakamura,Japan,GK,Kashiwa Reysol,1995-02-27,23,4,0
2018,Wojciech Szczesny,Poland,GK,Juventus,1990-04-18,28,35,0
2018,Michal Pazdan,Poland,DF,Legia Warsaw,1987-09-21,30,33,0
2018,Artur Jedrzejczyk,Poland,DF,Legia Warsaw,1987-11-04,30,36,3
2018,Thiago Cionek,Poland,DF,SPAL,1986-04-21,32,19,0
2018,Jan Bednarek (footballer),Poland,DF,Southampton,1996-04-12,22,3,0
2018,Jacek Goralski,Poland,MF,Ludogorets Razgrad,1992-09-21,25,5,0
2018,Arkadiusz Milik,Poland,FW,Napoli,1994-02-28,24,40,12
2018,Karol Linetty,Poland,MF,Sampdoria,1995-02-02,23,20,1
2018,Robert Lewandowski,Poland,FW,Bayern Munich,1988-08-21,29,95,55
2018,Grzegorz Krychowiak,Poland,MF,West Bromwich Albion,1990-01-29,28,51,2
2018,Kamil Grosicki,Poland,MF,Hull City,1988-06-08,30,57,12
2018,Bartosz Bialkowski,Poland,GK,Ipswich Town,1987-07-06,30,1,0
2018,Maciej Rybus,Poland,MF,Lokomotiv Moscow,1989-08-19,28,51,2
2018,Lukasz Teodorczyk,Poland,FW,Anderlecht,1991-06-03,27,17,4
2018,Kamil Glik,Poland,DF,Monaco,1988-02-03,30,57,4
2018,Jakub Blaszczykowski,Poland,MF,VfL Wolfsburg,1985-12-14,32,99,20
2018,Slawomir Peszko,Poland,MF,Lechia Gdansk,1985-02-19,33,43,2
2018,Bartosz Bereszynski,Poland,DF,Sampdoria,1992-07-12,25,8,0
2018,Piotr Zielinski,Poland,MF,Napoli,1994-05-20,24,33,5
2018,Lukasz Piszczek,Poland,DF,Borussia Dortmund,1985-06-03,33,63,3
2018,Rafal Kurzawa,Poland,MF,Gornik Zabrze,1993-01-29,25,3,0
2018,Lukasz Fabianski,Poland,GK,Swansea City,1985-04-18,33,45,0
2018,Dawid Kownacki,Poland,FW,Sampdoria,1997-03-14,21,2,1
2018,Abdoulaye Diallo,Senegal,GK,Rennes,1992-03-30,26,17,0
2018,Adama Mbengue,Senegal,DF,Caen,1993-12-01,24,6,0
2018,Kalidou Koulibaly,Senegal,DF,Napoli,1991-06-20,26,26,0
2018,Kara Mbodji,Senegal,DF,Anderlecht,1989-11-22,28,52,5
2018,Idrissa Gueye,Senegal,MF,Everton,1989-09-26,28,61,1
2018,Salif Sane,Senegal,MF,Hannover 96,1990-08-25,27,22,0
2018,Moussa Sow,Senegal,FW,Bursaspor,1986-01-19,32,51,18
2018,Cheikhou Kouyate,Senegal,MF,West Ham United,1989-12-21,28,48,2
2018,Mame Biram Diouf,Senegal,FW,Stoke City,1987-12-16,30,49,10
2018,Sadio Mane,Senegal,FW,Liverpool,1992-04-10,26,53,14
2018,Cheikh N'Doye,Senegal,MF,Birmingham City,1986-03-29,32,26,3
2018,Youssouf Sabaly,Senegal,DF,Bordeaux,1993-03-05,25,5,0
2018,Alfred N'Diaye,Senegal,MF,Wolverhampton Wanderers,1990-03-06,28,21,0
2018,Moussa Konate (footballer),Senegal,FW,Amiens,1993-04-03,25,28,10
2018,Diafra Sakho,Senegal,FW,Rennes,1989-12-24,28,12,3
2018,Khadim N'Diaye,Senegal,GK,Horoya,1985-04-05,33,26,0
2018,Badou Ndiaye,Senegal,MF,Stoke City,1990-10-27,27,20,1
2018,Ismaila Sarr,Senegal,FW,Rennes,1998-02-25,20,16,3
2018,M'Baye Niang,Senegal,FW,Torino,1994-12-19,23,7,0
2018,Keita Balde,Senegal,FW,Monaco,1995-03-08,23,19,3
2018,Lamine Gassama,Senegal,DF,Alanyaspor,1989-10-20,28,36,0
2018,Moussa Wague,Senegal,DF,Eupen,1998-10-04,19,10,0
2018,Alfred Gomis,Senegal,GK,SPAL,1993-09-05,24,1,0
